model,smiles,tSNE-1,tSNE-2
GB-GA crossover variant,COc1ccnc(Nc2ccc(-n3cnc(C)n3)cc2)n1,38.397015,-23.24929
GB-GA crossover variant,CNC(=O)Cc1cc(-c2ccc(Nc3nccc(C4=CC=NC4)n3)cc2)ccc1OC,15.89234,-25.7334
GB-GA crossover variant,Fc1ccc(-c2ccnc(Nc3ccnc(NC4CCCCC4)n3)n2)cc1,0.9377263,25.64155
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(C4=CC=C(F)CS4)n3)cc2)n1,33.780285,-24.62455
GB-GA crossover variant,CC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-39.770267,-8.233297
GB-GA crossover variant,CCCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-40.941166,-9.207907
GB-GA crossover variant,Cc1[nH]c(C=C2C(=O)Nc3ccc(Cl)cc32)c(C)c1C(=O)NCCN(C)C,-41.72086,-12.115966
GB-GA crossover variant,NC1C=C(F)C=C(c2ccnc(Nc3ccncc3)n2)C1,22.112423,-15.169159
GB-GA crossover variant,Nc1ccc(Nc2nccc(C3=CC=CCC3)n2)cc1,25.284266,-23.9225
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(C4=CCCC4)n3)cc2)n1,31.781336,-20.813354
GB-GA crossover variant,Fc1ccc(Nc2nccc(C3=CC=C(N4CCOCC4)C3)n2)cc1,7.842079,-14.54367
GB-GA crossover variant,COc1ccc(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)cc1,2.7323885,-11.852665
GB-GA crossover variant,ClC1=NOC(CN2CCCCC2)=C(c2ccnc(NC3CCCCC3)n2)C1,11.08049,33.26059
GB-GA crossover variant,C1=NCNN1c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,19.198883,-9.209344
GB-GA crossover variant,C1=CCC(Nc2nccc(-c3ccc(C4=CC=CC4)cc3)n2)=C1,17.195238,-17.997122
GB-GA crossover variant,CC=Cc1ccc(Nc2nccc(C3=CC=CC3)n2)cc1,21.115887,-19.46531
GB-GA crossover variant,Fc1ccc(Nc2nccc(C3=NC=CC3C3=CCOCC3)n2)cc1,38.117794,-8.436924
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(Cl)n3)cc2)n1,37.88021,-24.636341
GB-GA crossover variant,Fc1ccc(-c2ccnc(NC3=CC=CCC3)n2)cc1,16.297516,-15.915341
GB-GA crossover variant,O=S(=O)(Nc1ccc(Nc2nccc(C3=CC=CC3)n2)cc1)c1ccccc1,22.055328,-22.730234
GB-GA crossover variant,C1=C(c2ccnc(Nc3ccccc3)n2)CCC1,27.526001,-16.164614
GB-GA crossover variant,CS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl,-11.013329,-28.396324
GB-GA crossover variant,C1=C(Nc2nccc(-c3ccccc3)n2)CCC1,16.81251,-10.001314
GB-GA crossover variant,c1ccc(-c2ccnc(NC3CCCCC3)n2)cc1,0.685243,28.932863
GB-GA crossover variant,Fc1ccc(Nc2nccc(C3=CC=CCC3)n2)cc1,24.870445,-23.130508
GB-GA crossover variant,C1=CCC(c2ccnc(-c3ccnc(Nc4ccccc4)n3)n2)=C1,21.488867,-21.251694
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(-c4ccccn4)n3)cc2)n1,34.998455,-19.287592
GB-GA crossover variant,Cc1cc2ncc(-c3ccccc3)nc2cc1C,20.926264,14.093363
GB-GA crossover variant,c1ccc(-c2ccnc(Nc3ccnc(NC4CCCCC4)n3)n2)nc1,4.472897,26.485954
GB-GA crossover variant,CC1=CNC(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)C=C1,0.43736103,-7.052952
GB-GA crossover variant,Fc1ccccc1-c1ccnc(NC2CCCCC2)n1,6.996762,26.945864
GB-GA crossover variant,Cc1ncn(-c2ccc(-c3ccnc(Nc4ccccc4)n3)cc2)n1,36.322296,-19.933268
GB-GA crossover variant,Cc1ccc2c(c1)C(=Cc1[nH]c(C)c(C(=O)NN3CCOCC3)c1C)C(=O)N2,-43.927723,-10.170845
GB-GA crossover variant,FC1=CC(N2CCOCC2)N(c2ccc(Nc3nccc(C4=CC=CC4)n3)cc2)N=C1,22.939201,-19.973719
GB-GA crossover variant,NC1CCCCC1NNc1nc(Nc2ccc(F)cc2)ncc1Cl,-7.357862,-30.928888
GB-GA crossover variant,C1=CCSC(c2ccnc(Nc3ccnc(Nc4ccccc4)n3)n2)=C1,27.619802,-27.276577
GB-GA crossover variant,O=S(=O)(c1ccncc1)c1ccc(Nc2nccc(C3=CC=CC3)n2)cc1,19.769436,-23.545696
GB-GA crossover variant,O=C(c1ccccc1)c1ccc(N2CCOCC2)cc1O,-24.503994,-8.8754635
GB-GA crossover variant,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,-22.256363,-4.9387155
GB-GA crossover variant,Nc1cc(F)cc(-c2ccnc(Nc3ccc(C4=CC=CC4)cc3)n2)c1,19.198574,-19.637203
GB-GA crossover variant,Cc1cc(Nc2nccc(-c3ccccc3)n2)cc(N2CC=NC(C#N)C2)c1,7.8661814,-10.251188
GB-GA crossover variant,CCCNc1ccnc(Nc2ccc(-n3cnc(C)n3)cc2)n1,39.160023,-24.88744
GB-GA crossover variant,Oc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,21.205687,0.37734604
GB-GA crossover variant,FC1=C(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)CCC1,1.6913644,-10.217741
GB-GA crossover variant,C1=CC(C2C=CN=C2c2ccnc(Nc3ccccc3)n2)=CC1,35.375458,-8.695551
GB-GA crossover variant,Clc1ccc(Nc2nccc(-c3ccccc3)n2)cc1,21.612194,-6.1880975
GB-GA crossover variant,NC1CCC(Nc2nccc(C3=NC=CC3Oc3ccccc3)n2)CC1,-8.131484,32.452164
GB-GA crossover variant,CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,-40.32667,-8.895415
GB-GA crossover variant,O=S(=O)(c1ccc(Nc2nccc(C3=CC=CC3)n2)cc1)N1CCOCC1,23.43855,-21.185661
GB-GA crossover variant,CCCc1ccnc(Nc2ccc(-n3cnc(C)n3)cc2)n1,40.43234,-23.117466
GB-GA crossover variant,Cc1cc(Nc2nccc(-c3ccccc3)n2)cc(N2CCOCC2)c1,7.818891,-10.810675
GB-GA crossover variant,C1=CCCC(NC2N=CC=C2Nc2nccc(-c3ccccc3)n2)=C1,15.06321,-15.740832
GB-GA crossover variant,NC1C=C(F)C=C(c2ccnc(Nc3ccccc3)n2)C1,22.037207,-14.9736395
GB-GA crossover variant,CC=Cc1ccnc(Nc2ccc(-n3cnc(C)n3)cc2)n1,40.712765,-25.518785
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(NC4CCCCC4)n3)cc2)n1,37.005302,-25.644358
GB-GA crossover variant,ClNc1nccc(-c2ccnc(NC3CCCCC3)n2)n1,5.01573,28.712011
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(-c4cc4=O)n3)cc2)n1,36.329296,-22.22183
GB-GA crossover variant,Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCC1=CC=CC1,-41.700455,-8.28451
GB-GA crossover variant,c1ccc(-c2ccnc(Nc3ccnc(NC4CCCCC4)n3)n2)cc1,2.6299949,26.325245
GB-GA crossover variant,CS(=O)(=O)Nc1ccc(Nc2nccc(C3=C(c4ccccc4)CC=C3)n2)cc1,23.276276,-9.717837
GB-GA crossover variant,Cc1ccc(Nc2nccc(-c3ccccn3)n2)cc1,27.894527,-7.429991
GB-GA crossover variant,CNc1ncc(-c2ccnc(Nc3ccc(C)cc3)n2)[nH]1,25.784153,-5.66254
GB-GA crossover variant,CNc1nccc(-c2ccnc(NC3CCCCC3)n2)n1,5.185303,29.241743
GB-GA crossover variant,O=S(=O)(Nc1ccccc1)c1ccc(Nc2nccc(C3=CC=CCC3)n2)cc1,23.08995,-23.788546
GB-GA crossover variant,Cc1ccc(Nc2nccc(-c3ccncc3)n2)cc1,24.647293,-4.797589
GB-GA crossover variant,Cc1[nH]c(C=C2C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,-35.972,-8.342735
GB-GA crossover variant,Cc1ccc(Nc2nccc(-c3ccccc3)n2)cc1,23.708645,-4.489617
GB-GA crossover variant,Cc1ccc(Nc2nccc(C3=CC=CCC3)n2)cc1,24.95516,-24.467134
GB-GA crossover variant,COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3N3CCOCC3)n2)cc1,-11.762832,-30.079788
GB-GA crossover variant,Fc1cc(-c2ccnc(Nc3ccn[nH]3)n2)cc(N2CCOCC2)c1,1.3645315,-10.976829
GB-GA crossover variant,c1ccc(Nc2nccc(-c3nccc(-c4ccccc4)n3)n2)cc1,21.182333,-4.1754546
GB-GA crossover variant,ClNc1nccc(C2=CC=C(Nc3nccc(-c4ccccc4)n3)C2)n1,14.778162,-9.389837
GB-GA crossover variant,FC1=CC(N2CCOCC2)C(Nc2nccc(-c3ccccc3)n2)=C1,10.622158,-16.518888
GB-GA crossover variant,CCOc1ccc(Nc2nccc(-c3ccc(C#N)cc3)n2)cc1,24.783005,4.3640814
GB-GA crossover variant,CC(=O)c1ccc(NC2CCCCC2N)nc1Nc1cccc(Cl)c1,-17.36464,-22.333733
GB-GA crossover variant,Cc1ncn(C2=C(Nc3nccc(-c4ccc(F)cc4)n3)C=CC2)n1,40.424248,-19.306728
GB-GA crossover variant,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,21.253635,-4.1205683
GB-GA crossover variant,FC1=CC(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)=CC1,-12.8915,7.797179
GB-GA crossover variant,Cc1cnc(NC2=CC=C(Nc3nccc(-c4ccc(F)cc4)n3)C2)nc1C,13.361003,-6.8426967
GB-GA crossover variant,CN(F)CCNc1ccc(Nc2nccc(-c3ccccc3)n2)cc1,23.30016,-5.8347087
GB-GA crossover variant,CCCc1ccnc(Nc2ccc(-n3cnc(F)n3)cc2)n1,41.238937,-22.422066
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(C4=CC=CCS4)n3)cc2)n1,32.972866,-24.715212
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(C=CF)n3)cc2)n1,40.76271,-25.895046
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3ncc4c(n3)CC(F)CC4)cc2)n1,35.50521,-26.162418
GB-GA crossover variant,C1=CCN(c2ccc(Nc3nccc(-c4ccccc4)n3)cc2)N=C1,19.440386,-10.674087
GB-GA crossover variant,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1F,-39.579464,-10.590403
GB-GA crossover variant,Cc1ncn(-c2ccc(-c3ccnc(Nc4ccc(F)cc4)n3)cc2)n1,38.03993,-20.787603
GB-GA crossover variant,COC(C)c1onc(C2=CC=CC2)c1-c1ccnc(NC2CCCCC2)n1,9.591255,29.082508
GB-GA crossover variant,Fc1cc(-c2ccnc(NC3=CC=CC3)n2)cc(N2CCOCC2)c1,-0.004816347,-11.033999
GB-GA crossover variant,O=C1CN(c2ccccc2-c2ccnc(NC3CCCCC3)n2)CC=N1,9.03269,25.788069
GB-GA crossover variant,CCc1ccc2c(c1)C(=Cc1[nH]c(C)c(C(=O)NCCN3C=CC=CC3)c1C)C(=O)N2,-43.54984,-8.356437
GB-GA crossover variant,COc1ccc(Nc2nccc(-c3ccccn3)n2)cc1,28.08229,-8.640699
GB-GA crossover variant,Fc1cc(-c2ccnc(Nc3ccc(C4=CCOC4)cc3)n2)cc(N2CCOCC2)c1,2.0363815,-12.020194
GB-GA crossover variant,Cc1cc(C)cc(-c2ccnc(NC3CCCCC3)n2)c1,3.6368532,30.802486
GB-GA crossover variant,Fc1ccc(Nc2nccc(-c3c[nH]c4ncccc34)n2)cc1,10.881392,-1.9701011
GB-GA crossover variant,CS(=O)(=O)c1ccc(Nc2nccc(C3=CC=CCC3)n2)cc1,22.50723,-24.796139
GB-GA crossover variant,C1=CC(Nc2nccc(-c3ccccc3)n2)C(Nc2nccc(C3=CC=NC3)n2)=C1,14.594918,-23.23032
GB-GA crossover variant,N#Cc1ccc(-c2ccnc(NC3=CCCC3)n2)cc1,26.855442,4.6271653
GB-GA crossover variant,c1ccc(Nc2nccc(-c3ccccn3)n2)cc1,28.876217,-6.77597
GB-GA crossover variant,Clc1ccccc1Nc1nccc(-c2ccccc2)n1,17.178186,-7.811791
GB-GA crossover variant,C1=CC(Nc2nccc(-c3ccc(Nc4ccccc4)cc3)n2)CCO1,10.334914,13.523513
GB-GA crossover variant,C1=CC(Nc2nccc(-c3ccnc(Nc4ccccc4)n3)n2)CCO1,10.506115,13.350039
GB-GA crossover variant,CCc1ccnc(Nc2ccc(-n3cnc(C)n3)cc2)n1,39.758747,-23.617025
GB-GA crossover variant,O=S(=O)(c1ccc(Nc2nccc(C3=CC=CCC3)n2)cc1)N1C=NCCC1,23.224579,-26.802685
GB-GA crossover variant,c1cc2c(-c3ccnc(NC4CCCCC4)n3)c[nH]c2cn1,7.0670295,22.322784
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(CCF)n3)cc2)n1,39.9847,-22.783289
GB-GA crossover variant,O=C1C=C(c2ccnc(NC3CCCCC3)n2)c2ccccc21,6.7573013,25.969612
GB-GA crossover variant,Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCC1CCCCC1,-41.71857,-9.247436
GB-GA crossover variant,O=S(=O)(C1=CCCC1)c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,15.96451,-5.330949
GB-GA crossover variant,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(NN(C)C)n1,-13.471788,-24.237751
GB-GA crossover variant,Cc1ccccc1-c1ccnc(NC2CCCCC2)n1,6.9127865,27.166111
GB-GA crossover variant,COc1cc2ncnc(Nc3ccccc3)c2cc1OC,-15.428711,-14.205032
GB-GA crossover variant,CS(=O)(=O)Nc1ccc(Nc2nccc(-c3ccccc3)n2)cc1,22.39566,-9.75277
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(C4=CC=CCC4)n3)cc2)n1,30.760277,-23.8576
GB-GA crossover variant,NC(=O)c1ccc(Nc2nccc(-c3ccc(F)cc3)n2)cc1,13.000206,0.9627728
GB-GA crossover variant,N#Cc1ccc(-c2ccnc(Nc3ccc(NCl)cc3)n2)cc1,24.916653,3.5103374
GB-GA crossover variant,Fc1ccc(Nc2nccc(C3=CC=CC3)n2)cc1,20.574907,-20.65073
GB-GA crossover variant,C1=C(Nc2nccc(-c3ccccc3)n2)COC1,16.218245,-11.417868
GB-GA crossover variant,C1=C(c2ccnc(Nc3ccccc3)n2)CCO1,25.467648,-13.391274
GB-GA crossover variant,CS(=O)(=O)c1ccc(Nc2nccc(C3=CC=CC3)n2)cc1,20.908304,-23.055046
GB-GA crossover variant,Fc1ccc(-c2ccnc(NC3CCCCC3)n2)cc1,0.10771684,26.209259
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(C4=CC=CC4)n3)cc2)n1,31.209269,-24.448843
GB-GA crossover variant,C1=C(c2ccnc(NC3CCCCC3)n2)CCO1,6.8120193,29.125523
GB-GA crossover variant,Fc1cc(-c2ccc(Nc3nccc(C4=CC=CC4)n3)[nH]2)cc(N2CCOCC2)c1,-1.1125183,-12.180845
GB-GA crossover variant,CCN(F)c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,19.524355,-0.08572307
GB-GA crossover variant,ClC1C=NC=C1c1ccnc(NC2CCCCC2)n1,4.121582,28.575024
GB-GA crossover variant,Cc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,23.726528,-3.3115187
GB-GA crossover variant,CC=Cc1ccc(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)cc1,3.7134213,-11.62732
GB-GA crossover variant,Cc1ncn(C2=C(Nc3nc(Nc4ccc(F)cc4)ncc3C)C=CC2)n1,40.967686,-19.192043
GB-GA crossover variant,Fc1ncn(-c2ccc(Nc3nccc(C4=NC=CC4C=CCl)n3)cc2)n1,37.27375,-12.798197
GB-GA crossover variant,O=S(=O)(NC1=CC=C(Nc2nccc(-c3ccc(F)cc3)n2)C1)c1ccccc1,13.820344,-7.3555336
GB-GA crossover variant,CC=Cc1ccc(Nc2nccc(C3=CC(F)=NCC3)n2)cc1,21.532455,-18.179771
GB-GA crossover variant,c1cncc(-c2noc(CN3CCCCC3)c2-c2ccnc(NC3CCCCC3)n2)c1,-18.53808,26.636572
GB-GA crossover variant,CC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl,-8.714007,-28.440825
GB-GA crossover variant,Fc1cc(-c2ccnc(Nc3ccccc3)n2)ccn1,26.872826,-2.4709148
GB-GA crossover variant,COS(=O)(=O)c1ccc(Nc2nccc(C3=CC=CC3)n2)cc1,20.7617,-24.345161
GB-GA crossover variant,C1=C(Nc2nccc(-c3ccccc3)n2)CCOC1,16.226236,-11.327967
GB-GA crossover variant,FC1CCc2ccc(-c3ccnc(NC4CCCCC4)n3)cc2C1,1.0477514,27.111141
GB-GA crossover variant,C1=NOC(CN2CCCCC2)=C(c2ccnc(NC3CCCCC3)n2)C1,11.0814705,33.25696
GB-GA crossover variant,FC1=CC=C(Nc2nccc(-c3ccccc3)n2)C1,14.488066,-8.443899
GB-GA crossover variant,CCN(CC)Cc1ccc(-c2ccnc(NC3CCCCC3)n2)cc1,2.3134472,29.739723
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(C4=CCC(C)S4)n3)cc2)n1,34.58454,-23.696604
GB-GA crossover variant,CCc1ccc(-c2ccnc(Nc3ccc(C(N)=O)cc3)n2)cc1,13.125111,1.6618019
GB-GA crossover variant,O=S(=O)(Cl)c1ccc(Nc2nccc(C3=CCOCC3)n2)cc1,25.337162,-18.41369
GB-GA crossover variant,C1=NCCC(Nc2ccc(Nc3nccc(-c4ccccc4)n3)cc2)=C1,19.483358,-7.392063
GB-GA crossover variant,CC=CC1=CNC(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)C=C1,0.61368525,-6.8734508
GB-GA crossover variant,c1ccc(-c2ccnc(Nc3ccc(NN4CCOCC4)cc3)n2)cc1,10.8058605,-11.66926
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(C4=CCOCC4)n3)cc2)n1,32.695732,-22.183718
GB-GA crossover variant,O=S(=O)(Cl)c1ccc(Nc2nccc(C3=CC=CCC3)n2)cc1,22.630547,-25.555712
GB-GA crossover variant,C1=CCC(c2ccc(Nc3nccc(-c4ccccn4)n3)cc2)=C1,18.167572,-19.457088
GB-GA crossover variant,FC1C=CN=C1c1ccnc(Nc2ccccc2)n1,34.681053,-7.499313
GB-GA crossover variant,C1=C(Nc2nccc(-c3ccccc3)n2)CC(c2ccccc2)=C1,14.781723,-9.171645
GB-GA crossover variant,COc1cc2ncnc(Nc3ccc(ON4CC=CCC4)cc3)c2cc1OC,-17.1437,-13.944548
GB-GA crossover variant,Clc1ncn(-c2ccc(Nc3nccc(C4=CC=CC4)n3)cc2)n1,30.702587,-25.180893
GB-GA crossover variant,O=S(=O)(c1ccc(Nc2nccc(C3=CCCC3)n2)cc1)N1CCOCC1,24.962326,-20.390253
GB-GA crossover variant,C1=C(c2noc(CN3CCCCC3)c2-c2ccnc(NC3CCCCC3)n2)CCOC1,-19.491302,26.662909
GB-GA crossover variant,Cc1ccc2c(c1)C(=Cc1[nH]c(C)c(C(=O)NCC3CCCCC3)c1C)C(=O)N2,-42.949757,-10.892848
GB-GA crossover variant,Clc1cnc(Nc2cccnc2)nc1-c1ccnc(NC2CCCCC2)n1,3.4922369,23.256054
GB-GA crossover variant,ClC1C=CN=C1c1ccnc(Nc2ccccc2)n1,34.679043,-7.9278264
GB-GA crossover variant,Fc1cc(-c2ccnc(NC3=NC=CC3)n2)cc(N2CCOCC2)c1,3.009325,-9.481511
GB-GA crossover variant,CC=Cc1ccc(Nc2nccc(-c3cccc(N4CCOCC4)c3)n2)cc1,4.463871,-11.560834
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(C4=CCOC4)n3)cc2)n1,32.859257,-22.352753
GB-GA crossover variant,c1ccc(-c2ccnc(Nc3ccccc3N3CCOCC3)n2)cc1,9.523456,-11.597309
GB-GA crossover variant,COc1cccc(-c2ccnc(Nc3ccc(F)cc3)n2)c1N,11.384049,-3.1516578
GB-GA crossover variant,CC1=CC=C(c2ccnc(NC3CCCCC3)n2)C1,7.7341623,30.5775
GB-GA crossover variant,Cc1ccc(N=C2CC(=O)c3sc(C)nc3C2=O)cc1,-21.322989,9.347126
GB-GA crossover variant,Fc1ccc(Nc2ncc(Cl)c(NC3=CCOCC3)n2)cc1,-6.6557417,-29.778095
GB-GA crossover variant,CCc1ncn(-c2ccc(Nc3nccc(C4=CC=CCC4)n3)cc2)n1,29.545109,-24.029985
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(N4CCOCC4)n3)cc2)n1,38.06364,-27.94186
GB-GA crossover variant,Fc1ncn(-c2ccc(Nc3nccc(C4=NC=CC4C4=CC=CC4)n3)cc2)n1,38.541058,-14.965026
GB-GA crossover variant,Cc1ncn(-c2ccc(Nc3nccc(C=CC4=CCC=C4)n3)cc2)n1,41.510403,-26.595562
GB-GA crossover variant,Clc1ccc(NC2=NCC(c3ccnc(Nc4ccccc4)n3)=N2)cc1,22.893698,-7.1742764
GB-GA crossover variant,Cc1ccnc(Nc2ccc(-n3cnc(C)n3)cc2)n1,38.069107,-24.045967
PT-MOGA,CNc1ccc(-c2ccnc(NC3CCC3)n2)cc1,-0.3310162,30.960472
PT-MOGA,Nc1ccc(Nc2nccc(-c3ccccc3)n2)cc1,20.038788,-5.41881
PT-MOGA,Clc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,22.00742,-5.220222
PT-MOGA,Fc1c(-c2ccnc(NC3CC3)n2)cnn1C1CCC1,-14.065749,48.55683
PT-MOGA,C=Cc1cc(-c2ccnc(NC3CC3)n2)ccc1C(=O)N1CCC1,-1.2430927,34.27582
PT-MOGA,c1ccc(-c2ccnc(Nc3ccc(N4CCCNCC4)cc3)n2)cc1,8.784596,-6.5597315
PT-MOGA,Cc1ncn(-c2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)n1,37.832397,-18.736212
PT-MOGA,CN1CCCN(c2cc(=O)c3cccc(-c4ccccc4)c3o2)CC1,-25.492046,-2.7634313
PT-MOGA,O=S(=O)(c1cccc2cnccc12)N1CC=CCCCNCC1,-12.010866,-2.2193272
PT-MOGA,C#Cc1ccc(-c2ccnc(NC3CC3)n2)cc1,-5.419218,33.9367
PT-MOGA,Cc1ncn(-c2ccc(Nc3nccc(C4CC4)n3)cc2)n1,36.218468,-24.64237
PT-MOGA,NC1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-32.39616,30.866331
PT-MOGA,CN1CCC(Nc2nccc(-c3cn[nH]c3-c3ccccc3)n2)CC1,-13.085146,23.494762
PT-MOGA,CN1CCC(Nc2nccc(-c3cn(C)nc3-c3ccccc3)n2)CC1,-14.360876,24.626242
PT-MOGA,COc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,22.32624,-2.6159694
PT-MOGA,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1,-22.360483,-20.932743
PT-MOGA,C=Cc1c(-c2ccnc(NC3CC3)n2)cnn1C1CCCC1,-14.783214,47.801716
PT-MOGA,CN1CCC(Nc2nccc(-c3c[nH]c(-c4ccc(F)cc4)n3)n2)CC1,-3.7480285,23.374159
PT-MOGA,CN1CCC(Nc2nccc(-c3ccc(NC4CC4)cc3)n2)CC1,-9.651552,24.379622
PT-MOGA,C=C1C=CC(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)=C1,-11.724951,8.721252
PT-MOGA,O=C1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-30.82538,29.823183
PT-MOGA,Fc1ccc(-c2nc(C3=NC=NC3)[nH]c2-c2ccncc2)cc1,-10.434686,7.1676297
PT-MOGA,Fc1ccc(-c2ccnc(Nc3ccsc3)n2)cc1,13.070011,-2.3419516
PT-MOGA,CC1CCC(Nc2nccc(-c3ccccc3)n2)CCN1,-3.4855077,28.171398
PT-MOGA,N#Cc1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl,-8.3270645,-29.628744
PT-MOGA,Cc1c(-c2ccnc(NC3CC3)n2)cnn1C1=CC=C1,-11.458866,53.12096
PT-MOGA,FC1CC1n1ncc(-c2ccnc(NC3CCOCC3)n2)c1Cl,-8.899093,46.956802
PT-MOGA,FC1CC1n1ncc(-c2ccnc(NC3CC3)n2)c1Cl,-9.253734,47.399
PT-MOGA,FCCN1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-33.254917,28.627657
PT-MOGA,Brc1ccc(Nc2nccc(-c3ccncc3)n2)cc1,19.105976,-4.023775
PT-MOGA,CN1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-32.378822,29.110706
PT-MOGA,CCN1CCC(Nc2nccc(-c3cnc4ccccc4c3)n2)CC1,-12.25325,26.59105
PT-MOGA,OC1CCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)CC1,-19.909698,36.003956
PT-MOGA,C1=CC(n2cc(-c3ccnc(Nc4ccccc4)n3)cn2)=C1,27.522135,1.7555175
PT-MOGA,Fc1ccc(-c2nc(C3=CCNCC=C3)[nH]c2-c2ccncc2)cc1,-12.644542,9.727584
PT-MOGA,Nc1ccc(-c2ccnc(NC3CC3)n2)cc1,-4.2865996,32.238224
PT-MOGA,Fc1nccc(-c2ccc(-c3ccnc(NC4CC4)n3)cc2)n1,-2.7223904,29.659023
PT-MOGA,CN(C)c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,19.677147,6.42128
PT-MOGA,c1ccc(-c2ccnc(NC3CCC3)n2)cc1,-0.40635926,29.394875
PT-MOGA,O=C1C=CC(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)=CCN1,-13.119926,9.062133
PT-MOGA,Clc1c(-c2ccnc(NC3CC3)n2)cnn1C1=CC=C1,-11.416719,52.96398
PT-MOGA,CCNC1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-33.898987,31.2412
PT-MOGA,CS(=O)(=O)c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,16.75397,-4.284768
PT-MOGA,CC(C)N1CCC(Nc2nccc(-c3ccncc3)n2)CC1,-9.101448,28.867756
PT-MOGA,c1ccc(-c2ccnc(NC3CCNCC3)n2)cc1,-5.060294,28.358528
PT-MOGA,Clc1ccc(-c2ccnc(NC3CC3)n2)cn1,-3.3872726,37.447777
PT-MOGA,Oc1ccc(-c2ccnc(NC3CC3)n2)cc1,-2.2181513,31.88217
PT-MOGA,CC1CCC(Nc2nccc(-c3cnn(C)c3)n2)CC1,-11.170961,38.007942
PT-MOGA,Cc1ncn(-c2ccc(Nc3nccc(-c4ccc(F)cc4)n3)cc2)n1,38.213867,-20.559633
PT-MOGA,C=CN1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-31.52838,28.966816
PT-MOGA,CN(C)c1ccc(-c2ccnc(NC3CCCC3)n2)cn1,4.852311,33.171505
PT-MOGA,Cc1ccc(-c2ccnc(NC3CCOCC3)n2)cn1,2.248777,37.33095
PT-MOGA,FC=Cn1ncc(-c2ccnc(NC3CC3)n2)c1Br,-8.791172,51.610867
